State,murdPerPop,rapesPerPop,robbbPerPop,assaultPerPop,burglPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop
Missouri,0.0,47.29,56.75,293.23,756.72,3178.21,104.05,9.46,397.28
Florida,10.91,65.47,463.75,1423.97,3437.18,8445.63,862.02,21.82,1964.1
Kentucky,11.66,67.62,405.73,1102.92,2557.94,5316.42,536.31,170.22,1587.93
South Dakota,0.0,17.21,11.47,17.21,631.02,2311.84,149.15,0.0,45.89
Oklahoma,0.0,30.13,108.45,253.06,825.45,2783.64,680.85,6.03,391.64
Idaho,1.95,37.07,23.41,282.93,827.32,4612.68,224.39,50.73,345.37
Arizona,1.85,34.19,126.29,556.9,1436.61,4444.73,836.89,26.49,719.23
Massachusetts,0.0,20.37,13.58,278.44,400.68,1500.85,258.06,0.0,312.39
Michigan,0.0,20.37,53.45,91.63,488.7,1542.46,84.0,7.64,312.39
Michigan,0.0,20.37,33.36,125.08,700.47,4561.37,583.72,16.68,312.39
Arizona,4.52,36.19,22.62,325.75,968.19,3298.19,275.98,27.15,389.09
California,3.56,8.9,138.84,226.07,589.2,2659.4,523.34,37.38,377.37
Massachusetts,0.0,19.1,0.0,238.75,592.11,840.42,76.4,28.65,257.86
North Carolina,20.49,10.24,394.35,537.74,3077.95,6918.98,686.26,56.34,962.82
Missouri,4.3,0.0,47.3,73.09,305.27,1358.67,146.19,25.8,124.69
Virginia,9.93,34.74,233.28,177.97,682.11,3922.46,397.78,51.76,455.92
Iowa,0.0,6.67,0.0,86.77,433.83,3116.87,193.55,51.76,93.44
Louisiana,45.39,49.71,252.87,3486.14,1638.25,6741.01,618.12,0.0,3834.1
Michigan,5.8,49.71,200.22,631.14,1057.7,4465.85,677.57,59.49,3834.1
West Virginia,0.0,0.0,9.23,27.69,738.28,2565.52,313.77,0.0,36.91
Alaska,9.07,83.63,224.06,556.21,741.62,4205.13,547.14,41.42,872.98
Texas,4.76,39.88,110.1,246.99,989.75,4513.1,533.86,26.78,401.73
New York,0.0,76.72,49.87,1204.5,939.81,3694.04,153.44,26.85,1331.08
New Hampshire,0.0,0.0,7.88,23.64,149.69,779.96,63.03,0.0,31.51
Oklahoma,15.31,99.49,278.05,760.18,2135.15,4242.24,619.88,51.02,1153.03
Wisconsin,0.0,21.87,3.64,102.06,331.69,3991.25,160.38,32.8,127.57
Louisiana,17.49,48.58,238.05,565.48,1450.63,5702.43,370.19,50.52,869.6
Ohio,0.0,17.96,53.87,101.75,269.33,2364.14,95.76,5.99,173.57
Ohio,6.07,24.28,103.18,69.8,391.49,3232.07,206.37,12.14,203.33
Arkansas,30.16,90.47,305.89,965.06,1865.49,9861.7,323.12,77.55,1391.58
New Jersey,0.0,8.17,65.4,310.64,817.46,1381.51,253.41,89.92,384.21
Tennessee,0.0,2.75,16.49,8.25,167.69,1575.21,87.97,5.5,27.49
Florida,7.78,59.63,191.85,697.42,1635.94,6087.48,474.45,44.07,956.68
New Jersey,27.21,125.16,1749.56,1681.54,3450.15,22164.78,1118.31,277.54,3583.48
California,3.4,20.42,154.83,166.74,1151.87,3579.81,573.38,56.15,345.39
California,12.77,29.81,106.46,562.08,1733.09,3146.82,421.56,42.58,711.12
Pennsylvania,0.0,17.12,51.37,162.67,239.73,1369.86,222.6,0.0,231.16
Pennsylvania,0.0,8.19,65.55,73.75,532.61,3539.82,213.04,0.0,147.49
Michigan,0.0,8.19,139.89,466.29,904.07,3605.94,303.09,25.9,147.49
Oregon,10.44,52.19,130.47,313.12,1273.35,2609.33,407.06,26.09,506.21
Rhode Island,0.0,9.24,9.24,517.27,591.17,1274.71,129.32,0.0,535.75
New Hampshire,7.69,15.37,111.47,76.87,557.33,3958.95,1264.56,15.37,211.4
Oregon,14.08,70.42,154.92,281.67,767.55,5323.57,549.26,84.5,521.09
California,12.11,53.61,565.48,838.71,1732.75,3460.32,2244.63,58.8,1469.9
Connecticut,0.0,0.0,30.4,38.0,592.75,1086.71,45.6,7.6,68.39
Utah,0.0,37.63,0.0,150.51,483.77,3144.49,166.63,0.0,188.13
California,1.57,17.27,56.53,238.69,994.03,3340.14,332.91,23.56,314.07
Ohio,0.0,8.71,43.53,182.83,1131.81,3412.85,217.66,0.0,235.07
Massachusetts,0.0,21.49,5.37,69.86,381.54,1467.03,166.59,0.0,96.73
California,2.39,54.99,306.05,557.11,2503.41,4236.9,1338.98,59.78,920.55
Tennessee,5.87,21.51,168.17,596.41,1210.43,4853.44,391.09,21.51,791.96
Illinois,1.34,21.51,299.77,293.08,1775.87,5156.31,433.6,21.41,791.96
Michigan,18.78,21.51,385.09,854.7,1765.76,4311.07,1183.43,140.88,791.96
Massachusetts,8.38,83.83,41.91,930.51,1089.78,1810.71,75.45,0.0,1064.63
Colorado,0.0,23.22,74.82,180.6,683.71,1695.09,276.06,51.6,278.64
Illinois,0.0,23.22,89.85,44.93,339.44,3718.86,643.94,9.98,278.64
New Jersey,0.0,0.0,14.61,52.59,333.09,3786.71,99.34,8.77,67.2
Texas,11.0,98.99,66.0,648.96,813.95,1820.38,175.99,16.5,824.95
Tennessee,0.0,22.2,38.84,94.33,832.32,3096.22,310.73,16.5,155.37
California,0.0,11.87,39.56,114.72,423.29,2065.04,213.62,11.87,166.15
New Jersey,2.02,18.22,32.4,72.89,459.63,3679.03,939.5,10.12,125.54
California,11.88,54.63,223.29,661.54,983.41,4289.94,571.28,59.38,951.34
Georgia,8.61,120.54,370.24,835.2,3314.96,8128.12,1041.85,8.61,1334.6
Rhode Island,0.0,0.0,34.29,13.72,679.01,1563.79,233.2,13.72,48.01
Ohio,0.0,13.19,46.18,39.58,244.09,2018.67,52.78,0.0,98.95
New Jersey,10.63,31.89,180.68,217.88,435.76,3722.6,866.21,31.89,441.08
Texas,0.0,3.94,43.3,157.45,641.61,2090.14,429.05,31.49,204.68
Pennsylvania,8.07,0.0,24.22,24.22,363.28,4335.19,379.43,8.07,56.51
North Carolina,16.02,35.25,179.47,243.57,1019.13,1938.92,221.13,35.25,474.31
California,22.39,55.6,741.06,599.49,2180.72,3736.99,3367.61,169.63,1418.55
Texas,14.78,24.34,244.29,670.27,1920.39,6338.4,692.0,26.95,953.67
Texas,6.75,87.78,114.8,1006.14,1188.47,3936.8,283.61,13.51,1215.48
California,1.7,30.65,221.37,276.71,1179.23,3895.27,1099.19,26.39,530.44
Washington,0.0,77.86,62.29,397.1,1440.47,5341.43,404.89,62.29,537.26
Connecticut,0.0,4.44,35.52,44.4,550.5,2463.93,275.25,13.32,84.35
Pennsylvania,5.69,39.81,307.07,328.87,1594.12,4415.57,424.59,39.81,681.43
New Jersey,5.36,0.0,21.44,69.68,471.65,2170.65,101.83,0.0,96.47
New Jersey,0.0,0.0,8.59,77.31,369.38,1554.85,77.31,8.59,85.9
North Carolina,5.32,10.65,250.17,361.95,1735.24,5280.25,372.6,15.97,628.09
West Virginia,0.0,28.19,16.91,39.47,411.59,2057.96,152.23,5.64,84.57
California,6.15,24.61,98.44,366.07,919.8,1064.39,286.09,24.61,495.28
Indiana,91.09,150.95,810.28,1102.64,2216.55,3113.59,2258.2,436.37,2154.96
Indiana,9.57,63.42,336.24,985.99,1373.68,4208.4,1571.12,81.37,1395.22
Massachusetts,0.0,20.41,20.41,251.7,2013.61,2632.65,204.08,61.22,292.52
Ohio,0.0,20.05,73.53,13.37,534.8,1611.07,100.27,0.0,106.96
Oregon,0.0,43.58,72.63,150.09,779.51,4067.01,295.34,33.89,266.29
Florida,26.78,133.92,658.88,1762.37,3519.39,5860.3,2038.25,48.21,2581.96
Iowa,6.91,13.82,41.45,1025.94,1519.91,5875.85,217.62,48.21,1088.12
Massachusetts,0.0,26.94,43.52,84.97,762.62,2582.12,661.07,6.22,155.42
Texas,4.68,32.73,42.08,70.13,308.56,1669.0,266.48,4.68,149.6
Texas,0.0,67.96,73.19,554.13,1249.41,4349.42,198.65,52.28,695.28
Pennsylvania,23.48,43.04,105.65,125.21,606.49,2907.23,109.56,7.83,297.37
Texas,0.0,0.0,139.94,166.6,1272.82,4624.82,1392.78,19.99,306.54
Texas,15.27,57.27,61.09,698.69,1710.45,3756.87,145.08,68.72,832.32
Michigan,2.49,57.27,74.78,154.54,510.99,3803.78,194.43,14.96,832.32
Pennsylvania,5.91,17.73,17.73,171.36,401.82,2363.65,236.36,23.64,212.73
New Jersey,0.0,0.0,13.16,65.79,403.49,2170.96,87.72,57.02,78.94
Connecticut,11.02,11.02,77.11,247.85,473.67,2004.85,446.13,27.54,346.99
Rhode Island,0.0,8.4,8.4,67.22,688.96,1579.57,109.23,0.0,84.02
Ohio,0.0,28.51,85.53,57.02,1247.33,4796.86,21.38,7.13,171.06
Ohio,0.0,38.6,54.04,15.44,779.68,3643.66,138.95,23.16,108.07
Arizona,2.68,43.52,163.37,346.83,1388.0,5356.47,938.05,37.5,556.4
North Carolina,12.1,66.56,278.33,883.4,3273.43,10298.3,369.09,72.61,1240.39
Virginia,0.0,23.65,149.77,39.41,378.37,3074.26,228.6,7.88,212.83
Ohio,0.0,7.22,28.89,93.9,404.48,1560.13,216.68,0.0,130.01
Georgia,3.02,39.3,217.68,187.45,1532.83,6140.4,801.19,0.0,447.45
Indiana,0.0,0.0,21.99,32.99,395.91,1253.71,126.47,16.5,54.99
South Carolina,0.0,77.42,61.93,348.38,874.82,3166.37,209.03,0.0,487.73
Pennsylvania,1.97,3.94,25.64,45.36,203.14,804.69,100.59,1.97,76.92
New Jersey,7.14,46.39,424.67,749.41,2223.25,4560.7,442.51,78.51,1227.61
Texas,14.99,82.43,284.77,389.69,1199.04,5860.31,2697.84,22.48,771.88
Connecticut,0.0,0.0,8.74,34.97,218.53,804.2,87.41,8.74,43.71
Iowa,0.0,13.0,42.24,399.61,662.77,2794.02,77.97,8.74,454.84
Wisconsin,0.0,13.65,25.35,35.1,356.82,5118.26,132.59,27.3,74.09
Indiana,0.0,0.0,45.03,118.72,446.21,1571.97,360.24,0.0,163.75
North Carolina,5.7,0.0,210.9,689.69,2376.88,6497.95,262.2,28.5,906.29
Michigan,1.45,0.0,71.21,204.91,482.47,2992.21,361.86,14.53,906.29
Kentucky,10.62,69.03,169.92,844.31,1624.89,5023.36,536.32,21.24,1093.88
Florida,12.61,52.56,243.89,523.52,1337.17,4545.55,937.7,10.51,832.58
Virginia,0.0,33.88,22.59,56.47,485.66,4043.37,214.59,0.0,112.94
Florida,5.43,81.46,135.77,434.45,1612.9,5224.29,581.08,10.86,657.11
New Jersey,0.0,17.5,43.74,174.98,664.92,2572.18,804.9,8.75,236.22
Arkansas,4.83,14.49,77.25,173.82,574.57,3152.91,449.04,4.83,270.39
Minnesota,7.35,14.49,3.68,3.68,224.22,830.7,69.84,11.03,270.39
Kentucky,13.57,49.52,510.93,425.11,1541.97,2962.17,852.78,94.26,999.13
Massachusetts,0.0,10.57,10.57,123.3,324.1,1218.91,91.59,14.09,144.44
Texas,31.28,78.2,93.85,391.02,1165.25,3151.64,281.54,7.82,594.35
Ohio,13.46,107.7,464.45,1759.07,2263.91,4895.78,459.96,127.89,2344.68
South Carolina,15.58,45.43,441.31,781.38,1390.13,5310.02,661.97,2.6,1283.7
Connecticut,0.0,0.0,92.82,28.25,698.17,2255.94,318.82,12.11,121.07
Maine,3.24,98.7,148.86,422.31,1847.81,4818.54,440.11,182.84,673.11
Ohio,0.0,45.26,15.09,105.61,1191.91,3455.04,233.86,7.54,165.96
Kentucky,7.39,55.45,97.95,114.59,1127.4,3938.49,157.1,11.09,275.38
Colorado,0.0,3.56,17.79,238.35,601.21,2714.34,135.18,74.71,259.69
New Jersey,0.0,20.59,61.76,171.55,706.79,2724.22,514.65,27.45,253.89
Ohio,0.0,4.72,9.43,18.86,320.68,1796.75,141.48,9.43,33.01
Minnesota,0.0,4.72,7.93,126.95,714.12,3356.34,95.22,15.87,33.01
Oregon,12.66,18.99,50.65,44.32,740.69,3026.08,253.23,31.65,126.61
North Carolina,17.81,74.67,580.92,495.98,3323.17,5118.0,651.48,61.65,1169.38
Connecticut,0.0,0.0,12.32,30.81,332.7,936.48,61.61,6.16,43.13
New Jersey,9.47,18.94,18.94,123.08,823.71,3039.2,132.55,9.47,170.42
Texas,22.85,22.85,60.94,251.37,1249.24,3831.51,297.07,30.47,358.01
California,3.72,37.17,70.63,368.0,795.48,2616.91,319.68,70.63,479.52
California,13.4,30.62,126.3,503.3,1752.94,2788.25,518.61,45.93,673.62
Arizona,13.74,68.72,224.49,1085.81,2698.49,10065.52,847.57,123.7,1392.77
South Dakota,3.94,55.19,15.77,130.08,480.9,2727.74,110.37,39.42,204.97
Connecticut,0.0,9.69,33.93,24.23,567.08,3116.52,387.75,0.0,67.86
New Jersey,0.0,11.07,24.9,146.64,564.41,1607.46,135.57,13.83,182.6
Wisconsin,0.0,11.49,28.72,114.88,390.58,4365.31,120.62,11.49,155.08
Rhode Island,0.0,36.66,8.15,48.89,370.72,1315.84,89.62,0.0,93.7
Connecticut,7.46,20.52,251.87,221.08,1030.79,3267.75,678.18,28.92,500.94
Ohio,0.0,29.98,44.97,59.96,389.75,1851.3,29.98,14.99,134.91
Washington,4.09,65.45,49.09,261.8,940.85,4473.12,263.85,10.23,380.43
Minnesota,0.0,65.45,30.51,221.17,518.61,3027.76,266.93,30.51,380.43
New Jersey,0.0,8.59,34.36,25.77,515.33,2748.43,85.89,17.18,68.71
Minnesota,0.0,42.31,133.97,190.38,712.17,3793.54,486.53,28.2,366.66
Connecticut,11.43,12.7,238.85,149.92,1067.21,3196.54,701.31,16.52,412.91
Ohio,10.84,124.81,646.84,779.99,1710.64,4749.14,573.46,161.5,1562.48
Massachusetts,0.0,4.43,8.85,146.04,238.98,685.96,181.45,0.0,159.32
New York,0.0,54.56,116.92,740.48,1099.03,3086.64,249.43,15.59,911.96
Michigan,4.64,54.56,55.68,347.98,830.51,3117.9,366.54,41.76,911.96
Kentucky,14.76,92.24,210.31,1343.02,1641.88,5508.62,527.62,3.69,1660.33
Connecticut,0.0,0.0,32.33,105.08,493.09,1438.85,258.67,24.25,137.42
Nevada,12.68,60.63,497.88,443.66,1363.6,3325.01,1037.86,63.98,1014.86
Massachusetts,0.0,9.16,0.0,366.43,632.1,998.53,82.45,9.16,375.6
California,14.43,28.86,86.57,634.83,786.32,1284.09,245.27,79.35,764.68
New Jersey,0.0,15.42,69.37,61.67,608.96,1379.79,501.04,0.0,146.46
Massachusetts,0.0,0.0,7.42,133.61,274.64,712.59,51.96,0.0,141.03
Georgia,17.95,91.52,344.55,366.08,1624.94,6759.08,751.91,40.38,820.1
Connecticut,0.0,0.0,0.0,55.83,493.21,949.19,65.14,0.0,55.83
Minnesota,0.0,0.0,172.56,201.32,1020.96,6654.2,747.74,57.52,55.83
Arkansas,34.18,102.54,518.4,1538.11,4409.25,7810.19,843.11,239.26,2193.23
Texas,0.0,6.29,37.72,295.49,729.28,1540.3,88.02,25.15,339.49
California,22.92,54.43,174.75,979.72,2159.96,2552.42,719.03,14.32,1231.81
Utah,0.0,14.95,0.0,29.91,157.01,1794.39,52.34,7.48,44.86
Georgia,0.0,120.79,307.81,416.91,1576.08,7477.11,933.18,38.96,845.51
New Jersey,0.0,89.15,42.23,112.61,886.78,2280.3,168.91,37.54,243.98
New Jersey,0.0,18.19,291.07,485.11,1006.61,4305.38,303.2,0.0,794.37
Ohio,0.0,44.65,147.35,223.26,1152.04,5483.37,375.08,142.89,415.27
Indiana,0.0,45.08,15.03,80.14,2649.77,3851.93,225.41,40.07,140.25
New Mexico,0.0,14.64,43.93,483.27,1706.08,3727.03,329.5,29.29,541.85
New Jersey,0.0,17.55,8.77,105.27,833.41,1684.36,228.09,105.27,131.59
Massachusetts,0.0,2.98,32.76,333.59,530.17,1721.57,431.88,5.96,369.33
North Carolina,10.98,59.6,437.59,694.81,2401.27,6518.4,588.16,76.85,1202.99
Texas,8.58,68.64,142.33,423.97,1282.5,4000.95,307.88,64.6,643.52
New Jersey,7.28,83.7,351.19,460.37,1766.87,4787.47,658.71,63.69,902.54
Massachusetts,17.07,61.44,373.2,863.6,2066.27,3400.92,2086.75,63.69,1315.31
New Jersey,1.27,20.34,45.77,138.58,814.97,2733.53,170.37,24.16,205.97
Florida,2.89,28.85,80.79,401.07,1102.23,2694.98,178.9,14.43,513.6
California,0.0,44.86,59.13,279.36,838.07,2426.54,277.32,32.63,383.35
Ohio,0.0,32.17,19.3,22.52,254.17,2126.7,32.17,16.09,74.0
Florida,8.35,116.34,616.2,1563.6,2422.5,6487.65,1005.29,40.63,2304.49
California,9.08,18.16,394.11,486.73,1447.49,3281.81,1645.45,43.59,908.08
New Jersey,0.0,0.0,29.06,3.23,339.04,1042.94,58.12,3.23,32.29
Georgia,0.0,43.85,80.4,592.02,1512.94,3435.17,562.78,51.16,716.27
New Jersey,0.0,14.32,28.65,81.17,305.58,1102.94,267.38,0.0,124.14
Oklahoma,0.0,66.74,51.91,281.77,1223.49,4011.57,378.17,0.0,400.42
Maine,0.0,0.0,0.0,18.87,84.92,1170.03,18.87,9.44,18.87
Illinois,17.07,0.0,21.33,83.2,420.26,2131.15,89.6,6.4,18.87
Florida,1.45,32.0,82.9,506.15,955.57,3001.96,146.9,21.82,622.5
Michigan,3.41,32.0,184.26,235.44,820.64,3285.96,597.14,5.12,622.5
New York,7.79,62.35,264.97,698.29,275.89,3642.63,377.2,5.12,1033.4
Illinois,1.4,62.35,58.61,132.57,791.24,3649.18,305.61,19.54,1033.4
California,0.0,0.0,85.92,51.55,1073.98,2276.83,463.96,94.51,137.47
Mississippi,20.75,53.95,159.78,500.08,1967.13,4349.27,265.6,14.53,734.56
Massachusetts,0.0,18.88,6.29,18.88,258.09,1636.66,69.24,18.88,44.06
California,40.84,93.62,1209.17,1257.97,2215.96,5036.91,2061.34,106.36,2601.6
New Jersey,0.0,0.0,41.47,38.28,309.46,1416.49,156.32,3.19,79.76
Pennsylvania,2.51,17.57,92.89,288.7,574.89,2869.41,95.4,10.04,401.67
Maine,6.24,56.2,62.44,99.91,505.79,4102.53,199.82,34.34,224.8
Illinois,0.0,56.2,10.91,65.47,774.73,1740.41,169.13,10.91,224.8
Texas,3.99,0.0,147.59,235.34,1300.36,4108.5,949.34,23.93,386.92
New Jersey,6.19,6.19,18.57,6.19,321.8,1503.81,228.97,0.0,37.13
Pennsylvania,0.0,6.94,13.88,48.58,402.55,1686.56,55.52,6.94,69.41
Michigan,2.0,6.94,18.0,128.01,408.02,2046.12,216.01,14.0,69.41
Florida,18.28,137.13,531.76,1395.68,2815.74,5483.69,1081.81,44.19,2082.86
Massachusetts,0.0,11.62,40.66,151.01,209.1,1028.05,232.33,0.0,203.29
Arkansas,2.7,24.32,35.12,116.17,691.63,2861.08,235.05,0.0,178.31
Texas,6.84,61.59,41.06,1156.58,1136.05,1122.37,321.65,27.37,1266.08
New York,21.88,37.51,265.72,101.6,1064.43,4117.04,406.39,20.32,426.71
Texas,3.94,15.77,23.65,63.06,764.62,2100.74,244.36,11.82,106.42
Texas,9.42,84.81,256.8,339.25,1587.9,6042.97,897.61,94.24,690.29
California,4.82,31.79,265.85,337.13,979.61,3077.53,1339.86,81.87,639.59
California,0.0,6.9,37.95,100.05,596.84,2644.38,246.67,20.7,144.9
Michigan,0.0,6.9,19.42,29.13,252.43,2145.63,77.67,19.42,144.9
Ohio,0.0,6.55,6.55,0.0,281.58,2075.83,6.55,0.0,13.1
Ohio,9.2,124.24,377.31,921.81,1766.93,4431.12,610.45,75.16,1432.56
Massachusetts,0.0,0.0,45.9,312.1,725.17,1909.31,73.43,9.18,358.0
Kentucky,0.0,42.5,46.75,306.02,310.27,1976.37,85.01,4.25,395.27
Georgia,17.45,34.89,287.88,645.56,1640.06,5888.51,244.26,8.72,985.78
California,6.69,26.75,227.39,337.74,996.49,2966.06,277.55,30.1,598.56
Arizona,3.81,26.67,78.11,384.86,1116.47,6721.66,295.31,5.72,493.46
Texas,8.64,146.88,181.44,708.48,2280.97,7706.93,838.09,34.56,1045.45
New Jersey,0.0,91.56,131.62,188.85,1041.55,3817.1,240.36,34.34,412.04
Texas,7.5,22.49,59.98,217.44,1747.02,2691.76,524.86,15.0,307.42
Massachusetts,0.0,0.0,27.67,69.18,1369.77,1591.14,179.87,6.92,96.85
California,0.0,17.02,40.85,211.06,861.28,2178.72,190.64,64.68,268.94
Missouri,0.0,0.0,73.92,73.92,525.62,2250.33,254.6,0.0,147.83
Texas,9.13,41.09,123.28,630.08,1177.97,5606.79,264.82,59.36,803.58
California,14.06,20.31,295.8,644.2,1900.83,4425.56,830.64,58.85,974.37
Oklahoma,0.0,36.6,146.39,420.86,1271.73,5782.25,649.59,18.3,603.84
New York,5.73,56.39,459.68,661.33,1971.58,3851.41,450.13,43.01,1183.14
New Jersey,36.89,98.76,2264.13,1528.25,2643.41,4004.12,4224.31,70.71,3928.03
New Jersey,20.48,120.18,1541.82,1259.13,2365.31,2654.83,2014.34,132.47,2941.62
Utah,8.66,60.61,141.43,366.58,1284.46,5997.98,366.58,60.61,577.28
Virginia,26.6,62.88,534.51,708.65,1959.08,4160.02,544.19,19.35,1332.66
Texas,14.55,66.93,154.24,330.31,1097.14,4216.87,746.46,26.19,566.03
Oregon,2.5,53.23,138.07,197.13,1148.67,5382.36,311.91,47.41,390.93
Rhode Island,14.69,76.1,424.55,401.19,2830.35,4294.25,2080.04,256.33,916.52
Arkansas,20.64,112.73,514.42,373.12,2311.73,7513.14,1386.09,39.69,1020.91
New Jersey,0.0,0.0,91.78,91.78,673.04,1774.38,229.45,22.94,183.56
Rhode Island,0.0,8.82,0.0,0.0,538.2,2470.44,158.81,0.0,8.82
Ohio,0.0,34.72,90.27,270.81,673.56,2579.68,229.15,34.72,395.81
California,2.14,15.0,122.18,180.06,906.71,2705.14,745.95,34.3,319.39
Oklahoma,0.0,22.91,27.5,82.49,792.78,2937.4,201.63,54.99,132.89
Illinois,0.0,22.91,43.92,34.16,468.52,2752.56,146.41,9.76,132.89
North Carolina,2.11,31.62,210.8,427.93,1087.74,3722.75,206.59,29.51,672.46
Indiana,0.0,27.99,21.0,489.89,727.83,3611.17,307.93,27.99,538.88
South Carolina,0.0,7.6,22.8,182.38,311.57,1725.06,136.79,0.0,212.78
Washington,12.03,67.39,252.7,204.57,1728.0,6365.67,1152.8,105.89,536.69
Virginia,21.12,26.4,26.4,264.03,718.17,3152.56,301.0,26.4,337.96
Massachusetts,0.0,28.65,36.46,820.44,760.54,1815.39,281.29,20.84,885.56
Utah,0.0,26.38,15.83,94.96,427.32,2086.47,97.6,29.02,137.16
Michigan,9.52,26.38,19.05,228.55,657.08,5066.18,161.89,28.57,137.16
Massachusetts,2.16,6.48,23.77,155.6,358.75,771.52,209.63,6.48,188.02
California,0.0,19.23,106.62,115.36,851.23,4537.59,328.61,26.22,241.21
New Jersey,0.0,0.0,6.45,45.12,251.39,1031.33,77.35,6.45,51.57
Connecticut,1.99,3.99,153.58,39.89,895.55,2652.73,789.84,35.9,199.45
Texas,0.0,0.0,26.35,181.12,691.56,1307.38,131.73,3.29,207.47
Illinois,2.6,0.0,25.95,54.5,504.73,1869.7,81.74,33.74,207.47
Missouri,12.56,18.83,150.67,238.56,1104.9,2743.42,671.73,43.95,420.62
Minnesota,4.69,18.83,65.62,126.55,506.19,2465.32,182.79,18.75,420.62
Pennsylvania,0.0,23.67,0.0,31.56,749.57,1507.02,86.79,7.89,55.23
California,18.01,45.04,490.9,977.3,1288.06,1688.88,1080.89,49.54,1531.26
Texas,0.0,6.91,20.72,34.54,911.79,3771.5,69.08,6.91,62.17
California,12.96,30.23,297.98,1252.38,621.87,1377.61,699.6,25.91,1593.54
Michigan,0.0,30.23,0.0,187.39,446.85,2198.2,64.86,14.41,1593.54
California,5.9,5.9,247.63,341.96,731.09,2753.38,536.52,0.0,601.38
New Jersey,5.69,31.31,108.15,71.15,626.16,2923.01,1462.93,51.23,216.31
Kentucky,0.0,6.17,0.0,55.52,148.05,678.55,61.69,0.0,61.69
California,4.29,19.32,178.21,448.74,867.42,1494.36,753.62,23.62,650.56
Pennsylvania,0.0,40.01,120.02,365.05,935.14,5320.8,435.07,15.0,525.08
New Jersey,0.0,9.59,57.52,115.04,517.69,3585.47,795.71,9.59,182.15
New Jersey,0.0,0.0,47.2,37.76,254.89,2010.76,207.68,0.0,84.96
Rhode Island,0.0,12.83,3.21,109.03,577.2,1632.19,118.65,51.31,125.06
Illinois,18.2,12.83,340.55,431.54,1245.22,4887.31,1996.52,98.79,125.06
Michigan,1.26,12.83,35.23,232.8,600.23,3236.48,421.55,21.39,125.06
California,2.57,2.57,12.85,7.71,400.99,1295.5,46.27,23.13,25.7
Georgia,11.15,61.35,301.15,356.92,1310.58,7439.63,323.46,44.62,730.58
Ohio,0.0,22.9,32.06,59.53,613.67,2404.29,160.29,22.9,114.49
Pennsylvania,0.0,0.0,17.52,43.81,367.97,2698.44,376.73,8.76,61.33
New York,13.35,0.0,13.35,6.68,367.16,1381.84,213.62,0.0,33.38
New Jersey,0.0,31.47,52.45,94.41,461.55,2307.77,713.31,15.73,178.33
Massachusetts,0.0,14.43,177.45,57.71,871.37,1367.65,1097.87,11.54,249.58
Connecticut,0.0,2.71,27.1,13.55,528.38,726.19,249.29,10.84,43.35
New Jersey,3.98,17.9,159.08,113.34,1010.16,1996.46,1113.56,7.95,294.3
Georgia,16.81,25.75,236.96,331.53,1213.17,4072.97,547.48,24.17,611.05
Illinois,4.47,25.75,31.29,107.28,625.78,2413.73,192.2,17.88,611.05
Idaho,3.09,30.86,43.21,361.08,1129.53,4601.43,388.85,37.03,438.23
Minnesota,0.0,30.86,25.36,33.17,723.82,2218.28,132.67,17.56,438.23
Rhode Island,0.0,4.02,40.24,106.62,535.14,1941.38,422.48,40.24,150.88
New York,0.0,6.31,18.93,643.78,782.63,1382.23,88.36,40.24,669.02
New York,0.0,73.87,88.65,1824.63,1447.88,5835.86,125.58,40.24,1987.15
Tennessee,22.22,105.54,111.1,727.7,1333.19,4838.35,333.3,0.0,966.56
Connecticut,0.0,0.0,78.98,55.28,473.86,2416.68,379.09,0.0,134.26
Michigan,0.0,0.0,45.83,126.02,435.34,2272.94,219.96,27.5,134.26
Rhode Island,0.0,11.72,46.89,108.1,802.29,2149.0,441.52,20.84,166.71
Texas,29.46,75.75,151.5,681.73,1548.63,5256.07,412.41,42.08,938.43
Florida,2.36,18.87,552.06,401.07,2479.53,9167.91,1986.46,16.51,974.36
Maryland,0.0,30.94,146.96,440.88,1088.02,3060.38,270.72,54.14,618.78
Connecticut,0.0,3.29,82.37,118.61,411.85,1584.79,233.93,32.95,204.28
Texas,7.11,106.61,264.17,265.35,1352.82,3316.91,335.24,161.11,643.24
West Virginia,0.0,90.21,48.86,221.77,781.84,3788.9,187.94,26.31,360.85
Tennessee,0.0,42.76,78.4,548.78,791.11,3463.76,356.35,21.38,669.95
Michigan,0.0,42.76,72.53,272.0,550.8,2485.41,334.33,13.6,669.95
Connecticut,3.77,15.07,97.95,60.28,450.19,3100.45,435.12,1.88,177.06
Texas,3.45,27.64,31.09,127.82,380.02,1416.43,120.91,13.82,190.01
California,10.48,36.68,429.62,345.79,1173.6,1584.89,709.93,23.58,822.57
California,0.0,27.15,78.99,483.83,908.42,3527.52,271.54,118.49,589.98
Texas,0.0,35.02,50.34,102.87,656.6,2512.58,225.43,8.75,188.22
Minnesota,2.96,35.02,2.96,80.03,355.69,2125.26,186.74,59.28,188.22
Wisconsin,0.0,5.05,5.05,141.48,500.23,3314.64,85.9,10.11,151.58
Michigan,0.0,5.05,71.17,213.52,743.38,3693.16,63.27,23.72,151.58
Texas,0.0,0.0,81.62,64.13,1049.44,3638.06,343.98,23.32,145.76
Texas,13.4,97.8,265.26,456.84,1764.37,4915.33,722.09,29.47,833.29
